<org.apache.ibatis.executor.resultset.DefaultResultSetHandler: java.lang.Object createParameterizedResultObject(org.apache.ibatis.executor.resultset.ResultSetWrapper,java.lang.Class,java.util.List,java.util.List,java.util.List,java.lang.String)>/constructorArgs#_0	<org.apache.ibatis.executor.resultset.DefaultResultSetHandler: java.lang.Object createParameterizedResultObject(org.apache.ibatis.executor.resultset.ResultSetWrapper,java.lang.Class,java.util.List,java.util.List,java.util.List,java.lang.String)>
<org.apache.ibatis.executor.resultset.DefaultResultSetHandler: java.lang.Object createUsingConstructor(org.apache.ibatis.executor.resultset.ResultSetWrapper,java.lang.Class,java.util.List,java.util.List,java.lang.reflect.Constructor)>/constructorArgs#_0	<org.apache.ibatis.executor.resultset.DefaultResultSetHandler: java.lang.Object createUsingConstructor(org.apache.ibatis.executor.resultset.ResultSetWrapper,java.lang.Class,java.util.List,java.util.List,java.lang.reflect.Constructor)>
<org.apache.ibatis.cache.CacheKey: org.apache.ibatis.cache.CacheKey clone()>/$stack4	<org.apache.ibatis.cache.CacheKey: org.apache.ibatis.cache.CacheKey clone()>
<org.apache.ibatis.reflection.wrapper.BaseWrapper: void setCollectionValue(org.apache.ibatis.reflection.property.PropertyTokenizer,java.lang.Object,java.lang.Object)>/$stack61	<org.apache.ibatis.reflection.wrapper.BaseWrapper: void setCollectionValue(org.apache.ibatis.reflection.property.PropertyTokenizer,java.lang.Object,java.lang.Object)>
<org.apache.ibatis.ognl.ListPropertyAccessor: void setProperty(java.util.Map,java.lang.Object,java.lang.Object,java.lang.Object)>/list#_99	<org.apache.ibatis.ognl.ListPropertyAccessor: void setProperty(java.util.Map,java.lang.Object,java.lang.Object,java.lang.Object)>
<sun.security.util.SignatureFileVerifier: boolean verifyManifestHash(java.util.jar.Manifest,sun.security.util.ManifestDigester,java.util.List)>/l3#_0	<sun.security.util.SignatureFileVerifier: boolean verifyManifestHash(java.util.jar.Manifest,sun.security.util.ManifestDigester,java.util.List)>
<org.apache.ibatis.submitted.nestedresulthandler_association.NestedResultHandlerAssociationTest: void lambda$shouldHandleStop$1(java.util.List,org.apache.ibatis.session.ResultContext)>/accounts#_0	<org.apache.ibatis.submitted.nestedresulthandler_association.NestedResultHandlerAssociationTest: void lambda$shouldHandleStop$1(java.util.List,org.apache.ibatis.session.ResultContext)>
<org.apache.ibatis.submitted.nestedresulthandler_association.NestedResultHandlerAssociationTest: void lambda$shouldHandleRowBounds$0(java.util.List,org.apache.ibatis.session.ResultContext)>/accounts#_0	<org.apache.ibatis.submitted.nestedresulthandler_association.NestedResultHandlerAssociationTest: void lambda$shouldHandleRowBounds$0(java.util.List,org.apache.ibatis.session.ResultContext)>
<org.apache.ibatis.ognl.ASTProject: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>/answer#_60	<org.apache.ibatis.ognl.ASTProject: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>
<sun.util.locale.provider.TimeZoneNameUtility: java.lang.String[][] loadZoneStrings(java.util.Locale)>/l4#_88	<sun.util.locale.provider.TimeZoneNameUtility: java.lang.String[][] loadZoneStrings(java.util.Locale)>
<org.apache.ibatis.ognl.ASTSelectFirst: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>/answer#_56	<org.apache.ibatis.ognl.ASTSelectFirst: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>
<org.apache.ibatis.jdbc.SqlRunner: java.util.List getResults(java.sql.ResultSet)>/typeHandlers#_227	<org.apache.ibatis.jdbc.SqlRunner: java.util.List getResults(java.sql.ResultSet)>
<org.apache.ibatis.ognl.ASTSelectLast: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>/answer#_56	<org.apache.ibatis.ognl.ASTSelectLast: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>
<org.apache.ibatis.ognl.ASTList: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>/answer#_58	<org.apache.ibatis.ognl.ASTList: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>
<org.apache.ibatis.ognl.ASTSelect: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>/answer#_60	<org.apache.ibatis.ognl.ASTSelect: java.lang.Object getValueBody(org.apache.ibatis.ognl.OgnlContext,java.lang.Object)>
<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>/parameters#_91	<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>
<org.apache.ibatis.reflection.wrapper.CollectionWrapper: void add(java.lang.Object)>/$stack2	<org.apache.ibatis.reflection.wrapper.CollectionWrapper: void add(java.lang.Object)>
<org.apache.ibatis.reflection.wrapper.CollectionWrapper: void addAll(java.util.List)>/$stack2	<org.apache.ibatis.reflection.wrapper.CollectionWrapper: void addAll(java.util.List)>
<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: void setColumn(java.lang.Object,java.lang.Object)>/$stack7	<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: void setColumn(java.lang.Object,java.lang.Object)>
<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>/$stack5	<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>
<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>/$stack7	<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: java.lang.String getParameterValueString()>
<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: void clearColumnInfo()>/$stack3	<org.apache.ibatis.logging.jdbc.BaseJdbcLogger: void clearColumnInfo()>
<org.apache.ibatis.executor.result.DefaultResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>/$stack2	<org.apache.ibatis.executor.result.DefaultResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>
<org.apache.ibatis.executor.result.DefaultResultHandler: java.util.List getResultList()>/$stack1	<org.apache.ibatis.executor.result.DefaultResultHandler: java.util.List getResultList()>
<org.apache.ibatis.cache.CacheKey: int getUpdateCount()>/$stack1	<org.apache.ibatis.cache.CacheKey: int getUpdateCount()>
<org.apache.ibatis.cache.CacheKey: void update(java.lang.Object)>/$stack14	<org.apache.ibatis.cache.CacheKey: void update(java.lang.Object)>
<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>/$stack14	<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>
<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>/$stack16	<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>
<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>/$stack18	<org.apache.ibatis.cache.CacheKey: boolean equals(java.lang.Object)>
<org.apache.ibatis.cache.CacheKey: java.lang.String toString()>/$stack9	<org.apache.ibatis.cache.CacheKey: java.lang.String toString()>
<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>/$stack4	<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>
<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler: java.util.List access$000(org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler)>/$stack1	<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler: java.util.List access$000(org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$1MyResultHandler)>
<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>/$stack4	<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler: void handleResult(org.apache.ibatis.session.ResultContext)>
<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler: java.util.List access$100(org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler)>/$stack1	<org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler: java.util.List access$100(org.apache.ibatis.submitted.deferload_common_property.CommonPropertyDeferLoadTest$3MyResultHandler)>
<org.apache.ibatis.cache.CacheKey: org.apache.ibatis.cache.CacheKey clone()>/$stack3	<org.apache.ibatis.cache.CacheKey: org.apache.ibatis.cache.CacheKey clone()>
