Test-related Method	Total # Nodes Reachable From Method	# Nodes Reachable From Mock Invocations
org.apache.ibatis.submitted.xml_external_ref.MultipleCrossIncludeTest::testMappedStatementCache()V	2018	5
org.apache.ibatis.submitted.xml_external_ref.MultipleCrossIncludeTest::testCrossReference(Lorg/apache/ibatis/session/SqlSessionFactory;)V	826	2
org.apache.ibatis.submitted.xml_external_ref.MultipleIncludeTest::testMultipleIncludeXmlConfig()V	2021	0
org.apache.ibatis.submitted.xml_external_ref.MultipleIncludeTest::testMultipleIncludeJavaConfig()V	1796	0
org.apache.ibatis.submitted.xml_external_ref.MultipleIncludeTest::testMultipleIncludes(Lorg/apache/ibatis/session/SqlSessionFactory;)V	823	0
org.apache.ibatis.submitted.xml_external_ref.NonFullyQualifiedNamespaceTest::testCrossReferenceXmlConfig()V	2025	10
org.apache.ibatis.submitted.xml_external_ref.SameIdTest::testCrossReferenceXmlConfig()V	2027	0
org.apache.ibatis.submitted.xml_external_ref.SameIdTest::testCrossReferenceJavaConfig()V	1802	0
org.apache.ibatis.submitted.xml_external_ref.SameIdTest::testCrossReference(Lorg/apache/ibatis/session/SqlSessionFactory;)V	829	2
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testCrossReferenceXmlConfig()V	2027	0
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testCrossReferenceJavaConfig()V	1802	0
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testFailFastOnBuildAll()V	1782	1
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testFailFastOnBuildAllWithInsert()V	1782	1
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testMappedStatementCache()V	2018	5
org.apache.ibatis.submitted.xml_external_ref.XmlExternalRefTest::testCrossReference(Lorg/apache/ibatis/session/SqlSessionFactory;)V	829	2
org.apache.ibatis.submitted.xml_external_ref.MultipleReverseIncludeTest::testMultipleReverseIncludeXmlConfig()V	2021	0
org.apache.ibatis.submitted.xml_external_ref.MultipleReverseIncludeTest::testMultipleReverseIncludeJavaConfig()V	1796	0
org.apache.ibatis.submitted.xml_external_ref.MultipleReverseIncludeTest::testMultipleReverseIncludes(Lorg/apache/ibatis/session/SqlSessionFactory;)V	823	0
org.apache.ibatis.submitted.permissions.PermissionsTest::setUp()V	1926	4
org.apache.ibatis.submitted.call_setters_on_nulls.DoNotCallSettersOnNullsTest::setUp()V	1926	4
org.apache.ibatis.submitted.call_setters_on_nulls.CallSettersOnNullsTest::setUp()V	1926	4
org.apache.ibatis.submitted.maptypehandler.MapTypeHandlerTest::setUp()V	1926	4
org.apache.ibatis.submitted.propertiesinmapperfiles.PropertiesInMappersTest::setUp()V	1926	4
org.apache.ibatis.submitted.keycolumn.InsertTest::setUp()V	1701	0
org.apache.ibatis.submitted.keycolumn.InsertTest::testInsertAnnotated()V	824	0
org.apache.ibatis.submitted.keycolumn.InsertTest::testInsertMapped()V	824	0
org.apache.ibatis.submitted.keycolumn.InsertTest::testInsertMappedBatch()V	825	1
org.apache.ibatis.submitted.nested_query_cache.NestedQueryCacheTest::setUp()V	1925	4
org.apache.ibatis.submitted.nested_query_cache.NestedQueryCacheTest::testThatNestedQueryItemsAreRetrievedFromCache()V	775	0
org.apache.ibatis.submitted.nested_query_cache.NestedQueryCacheTest::testThatNestedQueryItemsAreRetrievedIfNotInCache()V	784	0
org.apache.ibatis.submitted.criterion.CriterionTest::setUp()V	1926	4
org.apache.ibatis.submitted.criterion.CriterionTest::testSimpleSelect()V	819	1
org.apache.ibatis.submitted.primitives.PrimitivesTest::setUp()V	1926	4
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testShouldFlushLocalSessionCacheOnQuery()V	827	0
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testShouldNotFlushLocalSessionCacheOnQuery()V	827	0
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testShouldFlushLocalSessionCacheOnQueryForList()V	827	1
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testShouldNotFlushLocalSessionCacheOnQueryForList()V	827	1
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testUpdateShouldFlushLocalCache()V	829	0
org.apache.ibatis.submitted.force_flush_on_select.ForceFlushOnSelectTest::testSelectShouldFlushLocalCacheIfFlushLocalCacheAtferEachStatementIsTrue()V	830	1
org.apache.ibatis.submitted.xml_references.EnumWithOgnlTest::testConfiguration()V	1706	0
org.apache.ibatis.submitted.xml_references.EnumWithOgnlTest::testMixedConfiguration()V	1926	4
org.apache.ibatis.submitted.ancestor_ref.AncestorRefTest::setUp()V	1926	4
org.apache.ibatis.submitted.ancestor_ref.AncestorRefTest::testCircularAssociation()V	821	0
org.apache.ibatis.submitted.ancestor_ref.AncestorRefTest::testCircularCollection()V	821	2
org.apache.ibatis.submitted.ancestor_ref.AncestorRefTest::testAncestorRef()V	824	0
org.apache.ibatis.submitted.initialized_collection_property.AuthorDAOTest::testGetMessageForEmptyDatabase()V	1926	4
org.apache.ibatis.submitted.dynsql.DynSqlTest::setUp()V	1926	4
org.apache.ibatis.submitted.dynsql.DynSqlTest::testSelect()V	821	4
org.apache.ibatis.submitted.dynsql.DynSqlTest::testSelectSimple()V	821	4
org.apache.ibatis.submitted.dynsql.DynSqlTest::testSelectLike()V	822	5
org.apache.ibatis.submitted.dynsql.DynSqlTest::testNumerics()V	843	6
org.apache.ibatis.submitted.dynsql.DynSqlTest::testOgnlStaticMethodCall()V	822	3
org.apache.ibatis.submitted.dynsql.DynSqlTest::testBindNull()V	820	0
org.apache.ibatis.submitted.dynsql.DynSqlTest::testValueObjectWithoutParamAnnotation()V	823	3
org.apache.ibatis.submitted.dynsql.DynSqlTest::testNonValueObjectWithoutParamAnnotation()V	827	8
org.apache.ibatis.submitted.dynsql.DynSqlTest::testCustomValueObjectWithoutParamAnnotation()V	2021	17
org.apache.ibatis.submitted.collectionparameters.CollectionParametersTest::setUp()V	1926	4
org.apache.ibatis.submitted.overwritingproperties.FooMapperTest::setUp()V	4	0
org.apache.ibatis.submitted.overwritingproperties.FooMapperTest::testOverwriteWithDefault()V	825	0
org.apache.ibatis.submitted.lazy_immutable.ImmutablePOJOTest::testLoadLazyImmutablePOJO()V	828	1
org.apache.ibatis.submitted.discriminator.DiscriminatorTest::setUp()V	1926	4
org.apache.ibatis.submitted.substitution_in_annots.SubstitutionInAnnotsTest::setUp()V	1701	0
org.apache.ibatis.submitted.substitution_in_annots.SubstitutionInAnnotsTest::testSubstitutionWithXml()V	820	0
org.apache.ibatis.submitted.substitution_in_annots.SubstitutionInAnnotsTest::testSubstitutionWithAnnotsValue()V	820	0
org.apache.ibatis.submitted.substitution_in_annots.SubstitutionInAnnotsTest::testSubstitutionWithAnnotsParameter()V	820	0
org.apache.ibatis.submitted.substitution_in_annots.SubstitutionInAnnotsTest::testSubstitutionWithAnnotsParamAnnot()V	820	0
org.apache.ibatis.submitted.nestedresulthandler_multiple_association.NestedResultHandlerMultipleAssociationTest::setUp()V	1926	4
org.apache.ibatis.submitted.resolution.javamethods.JavaMethodsTest::setUp()V	1926	4
org.apache.ibatis.submitted.resolution.cachereffromxml.CacheRefFromXmlTest::setUp()V	1926	4
org.apache.ibatis.submitted.resolution.cacherefs.CacheRefsTest::setUp()V	1926	4
org.apache.ibatis.submitted.resolution.deepresultmap.DeepResultMapTest::setUp()V	1926	4
org.apache.ibatis.submitted.inheritance.InheritanceTest::setUp()V	1926	4
org.apache.ibatis.submitted.call_setters_on_nulls_again.MyBatisTest::setUp()V	1925	4
org.apache.ibatis.submitted.call_setters_on_nulls_again.MyBatisTest::test()V	819	1
org.apache.ibatis.submitted.generictyperesolution.GenericTypeResolutionTest::setUp()V	1926	4
org.apache.ibatis.submitted.enum_interface_type_handler.EnumInterfaceTypeHandlerTest::setUp()V	1926	4
org.apache.ibatis.submitted.nestedresulthandler_association.NestedResultHandlerAssociationTest::setUp()V	1926	4
org.apache.ibatis.submitted.postgres_genkeys.PostgresGeneratedKeysTest::setUp()V	1702	0
org.apache.ibatis.submitted.postgres_genkeys.PostgresGeneratedKeysTest::testInsertIntoTableWithNoSerialColumn()V	818	0
org.apache.ibatis.submitted.postgres_genkeys.PostgresGeneratedKeysTest::testUpdateTableWithSerial()V	818	0
org.apache.ibatis.submitted.postgres_genkeys.PostgresGeneratedKeysTest::testUnusedGeneratedKey()V	818	0
org.apache.ibatis.submitted.typehandler.TypeHandlerTest::setUp()V	1926	5
org.apache.ibatis.submitted.sqlprovider.SqlProviderTest::setUp()V	1927	8
org.apache.ibatis.submitted.sqlprovider.ProviderMethodResolutionTest::setUp()V	1926	4
org.apache.ibatis.submitted.empty_namespace.EmptyNamespaceTest::testEmptyNamespace()V	928	4
org.apache.ibatis.submitted.order_prefix_removed.OrderPrefixRemovedTest::testOrderPrefixNotRemoved()V	32	0
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithChildrenNoFid()V	824	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenNoFid()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenFid()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenWithInternalResultMap()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenWithRefResultMap()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenFidMultipleNullColumns()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenFidMultipleNullColumnsAndBrackets()V	37	1
org.apache.ibatis.submitted.not_null_column.NotNullColumnTest::testNotNullColumnWithoutChildrenFidWorkaround()V	37	1
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::setUp()V	1926	4
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testJdbc3Support()V	423	14
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testInsert()V	826	1
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testInsertJdbc3()V	826	1
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testInsertWithMapper()V	826	1
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testInsertMapperJdbc3()V	826	1
org.apache.ibatis.submitted.batch_keys.BatchKeysTest::testInsertMapperNoBatchJdbc3()V	824	1
org.apache.ibatis.submitted.column_prefix.ColumnPrefixTest::setUp()V	1927	4
org.apache.ibatis.submitted.column_prefix.ColumnPrefixTest::testSelectPetAndRoom()V	827	4
org.apache.ibatis.submitted.column_prefix.ColumnPrefixTest::testComplexPerson()V	840	16
org.apache.ibatis.submitted.column_prefix.ColumnPrefixAutoMappingTest::testCaseInsensitivity()V	823	4
org.apache.ibatis.submitted.timezone_edge_case.TimezoneEdgeCaseTest::setUp()V	1926	4
org.apache.ibatis.submitted.awful_table.AwfulTableTest::setUp()V	1926	4
org.apache.ibatis.submitted.awful_table.AwfulTableTest::testAwfulTableInsert()V	848	1
org.apache.ibatis.submitted.raw_sql_source.RawSqlSourceTest::setUp()V	1926	4
org.apache.ibatis.submitted.raw_sql_source.RawSqlSourceTest::test(Ljava/lang/String;Ljava/lang/Class;)V	1076	3
org.apache.ibatis.submitted.foreach_map.ForEachMapTest::setUp()V	2	0
org.apache.ibatis.submitted.foreach_map.ForEachMapTest::tearDown()V	2	0
org.apache.ibatis.submitted.dynsql2.DynSqlTest::setUp()V	1926	4
org.apache.ibatis.submitted.dynsql2.DynSqlTest::testDynamicSelectWithTypeHandler()V	821	3
org.apache.ibatis.submitted.dynsql2.DynSqlTest::testSimpleSelect()V	819	4
org.apache.ibatis.submitted.quotedcolumnnames.QuotedColumnNamesTest::setUp()V	1926	4
org.apache.ibatis.submitted.quotedcolumnnames.QuotedColumnNamesTest::testIt()V	45	0
org.apache.ibatis.submitted.quotedcolumnnames.QuotedColumnNamesTest::testItWithResultMap()V	45	0
org.apache.ibatis.submitted.disallowdotsonnames.DisallowDotsOnNamesTest::testShouldNotAllowMappedStatementsWithDots()V	927	0
org.apache.ibatis.submitted.global_variables.BaseTest::setUp()V	1926	4
org.apache.ibatis.submitted.basetest.BaseTest::setUp()V	1926	4
org.apache.ibatis.submitted.hashmaptypehandler.HashMapTypeHandlerTest::setUp()V	1926	4
org.apache.ibatis.submitted.constructor_columnprefix.ConstructorColumnPrefixTest::setUp()V	1926	4
org.apache.ibatis.submitted.enum_with_method.EnumWithMethodTest::setUp()V	1926	4
org.apache.ibatis.submitted.ognlstatic.OgnlStaticTest::setUp()V	1926	4
org.apache.ibatis.submitted.selectkey.SelectKeyTest::setUp()V	1926	4
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testSelectKey()V	1934	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testInsertTable1()V	822	2
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testInsertTable2()V	822	2
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testSeleckKeyReturnsNoData()V	819	1
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testSeleckKeyReturnsTooManyData()V	820	1
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2()V	818	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithGeneratedKey()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithGeneratedKey()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithGeneratedKeyXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithGeneratedKeyXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithSelectKeyWithKeyMap()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithSelectKeyWithKeyMap()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithSelectKeyWithKeyMapXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithSelectKeyWithKeyMapXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithSelectKeyWithKeyObject()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithSelectKeyWithKeyObject()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedUpdateTable2WithSelectKeyWithKeyObjectXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable2WithSelectKeyWithKeyObjectXml()V	822	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable3()V	818	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testAnnotatedInsertTable3_2()V	818	0
org.apache.ibatis.submitted.selectkey.SelectKeyTest::testSeleckKeyWithWrongKeyProperty()V	819	0
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::setUp()V	1926	4
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::testGetPerson()V	831	12
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::testGetPersonWithHandler()V	6	0
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::testUnorderedGetPersonWithHandler()V	819	0
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::testGetPersonOrderedByItem()V	831	12
org.apache.ibatis.submitted.nestedresulthandler.NestedResultHandlerTest::testGetPersonItemPairs()V	832	5
org.apache.ibatis.submitted.nested.NestedForEachTest::setUp()V	1926	4
org.apache.ibatis.submitted.nested.NestedForEachTest::testSimpleSelect()V	820	1
org.apache.ibatis.submitted.nested.NestedForEachTest::testSimpleSelectWithPrimitives()V	818	2
org.apache.ibatis.submitted.nested.NestedForEachTest::testSimpleSelectWithMapperAndPrimitives()V	819	1
org.apache.ibatis.submitted.nested.NestedForEachTest::testNestedSelect()V	821	1
org.apache.ibatis.submitted.nested.NestedForEachTest::testNestedSelect2()V	821	1
org.apache.ibatis.submitted.default_method.DefaultMethodTest::setUp()V	1926	4
org.apache.ibatis.submitted.camelcase.CamelCaseMappingTest::setUp()V	1926	4
org.apache.ibatis.submitted.camelcase.CamelCaseMappingTest::testList()V	55	3
org.apache.ibatis.submitted.camelcase.CamelCaseMappingTest::testMap()V	32	3
org.apache.ibatis.submitted.member_access.MemberAccessTest::setUp()V	1926	4
org.apache.ibatis.submitted.no_param_type.NoParamTypeTest::setUp()V	1926	4
org.apache.ibatis.submitted.mapper_extend.MapperExtendTest::setUp()V	1926	4
org.apache.ibatis.submitted.flush_statement_npe.FlushStatementNpeTest::testSameUpdateAfterCommitSimple()V	9	0
org.apache.ibatis.submitted.flush_statement_npe.FlushStatementNpeTest::testSameUpdateAfterCommitReuse()V	9	0
org.apache.ibatis.submitted.flush_statement_npe.FlushStatementNpeTest::testSameUpdateAfterCommitBatch()V	9	0
org.apache.ibatis.submitted.cursor_nested.CursorNestedTest::setUp()V	1926	4
org.apache.ibatis.submitted.cursor_nested.CursorNestedTest::testCursorWithRowBound()V	833	3
org.apache.ibatis.submitted.generictypes.GenericTypesTest::setUp()V	1926	4
org.apache.ibatis.submitted.generictypes.GenericTypesTest::testShouldGetAListOfMaps()V	30	0
org.apache.ibatis.submitted.blocking_cache.BlockingCacheTest::setUp()V	1926	4
org.apache.ibatis.submitted.blocking_cache.BlockingCacheTest::testBlockingCache()V	29	0
org.apache.ibatis.submitted.lazy_deserialize.LazyDeserializeTest::testLoadLazyDeserialize()V	1216	1
org.apache.ibatis.submitted.lazy_deserialize.LazyDeserializeTest::testLoadLazyDeserializeWithoutConfigurationFactory()V	1119	5
org.apache.ibatis.submitted.multiple_resultsets.MultipleResultTest::setUp()V	1702	0
org.apache.ibatis.submitted.result_handler.ResulthandlerTest::setUp()V	1926	4
org.apache.ibatis.submitted.use_actual_param_name.UseActualParamNameTest::setUp()V	1926	4
org.apache.ibatis.submitted.manyanno.ManyAnnoTest::testGetMessageForEmptyDatabase()V	1786	7
org.apache.ibatis.submitted.associationtype.AssociationTypeTest::setUp()V	1926	4
org.apache.ibatis.submitted.nonexistentvariables.NonExistentVariablesTest::setUp()V	1926	4
org.apache.ibatis.submitted.nonexistentvariables.NonExistentVariablesTest::testWrongParameter()V	820	0
org.apache.ibatis.submitted.blobtest.BlobTest::testInsertBlobThenSelectAll()V	823	2
org.apache.ibatis.submitted.blobtest.BlobTest::testInsertBlobObjectsThenSelectAll()V	824	2
org.apache.ibatis.submitted.sql.HsqldbSQLTest::setUp()V	1703	0
org.apache.ibatis.submitted.sql.HsqldbSQLTest::testFetchFirst()V	823	8
org.apache.ibatis.submitted.sql.PostgresSQLTest::setUp()V	1703	0
org.apache.ibatis.submitted.sql.PostgresSQLTest::testFetchFirst()V	824	8
org.apache.ibatis.exceptions.GeneralExceptionsTest::testExceptionConstructors(Ljava/lang/Class;)V	818	0
org.apache.ibatis.exceptions.GeneralExceptionsTest::testThrowException(Ljava/lang/Exception;)V	816	0
org.apache.ibatis.jdbc.ScriptRunnerTest::testLogging()V	897	4
org.apache.ibatis.jdbc.ScriptRunnerTest::testLoggingFullScipt()V	897	4
org.apache.ibatis.jdbc.ScriptRunnerTest::test()V	815	0
org.apache.ibatis.jdbc.SQLTest::testValues()V	796	0
org.apache.ibatis.type.SqlxmlTypeHandlerTest::setUp()V	1701	0
org.apache.ibatis.autoconstructor.AutoConstructorTest::setUp()V	1926	4
org.apache.ibatis.executor.ResultExtractorTest::setUp()V	1	0
org.apache.ibatis.parsing.XPathParserTest::testEvalMethod(Lorg/apache/ibatis/parsing/XPathParser;)V	936	4
org.apache.ibatis.builder.SqlSourceBuilderTest::setUp()V	1	0
org.apache.ibatis.builder.SqlSourceBuilderTest::testShrinkWhitespacesInSqlIsFalse()V	825	1
org.apache.ibatis.builder.SqlSourceBuilderTest::testShrinkWhitespacesInSqlIsTrue()V	826	1
org.apache.ibatis.logging.jdbc.ConnectionLoggerTest::setUp()V	422	0
org.apache.ibatis.logging.jdbc.StatementLoggerTest::setUp()V	422	0
org.apache.ibatis.logging.jdbc.PreparedStatementLoggerTest::setUp()V	422	0
org.apache.ibatis.logging.jdbc.BaseJdbcLoggerTest::setUp()V	1	0
org.apache.ibatis.reflection.ArrayUtilTest::testHashCode()V	829	1
org.apache.ibatis.reflection.ArrayUtilTest::testequals()V	46	0
org.apache.ibatis.reflection.ArrayUtilTest::testToString()V	819	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv0SimpleClass()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleVoid()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimplePrimitive()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleClass()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleList()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleMap()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleWildcard()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleArray()V	850	1
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleArrayOfArray()V	850	2
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_SimpleTypeVar()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv1Class()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2CustomClass()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2CustomClassList()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv0InnerClass()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2Class()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv1List()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv1Array()V	850	1
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2ArrayOfArray()V	850	2
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2ArrayOfList()V	850	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Lv2WildcardList()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_LV2Map()V	853	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Subclass()V	846	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Primitive()V	848	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Simple()V	848	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Lv1Single()V	848	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Lv2Single()V	848	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Lv2Multiple()V	848	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Lv2CustomClass()V	852	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Lv1Array()V	849	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testParam_Subclass()V	845	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturn_Anonymous()V	846	1
org.apache.ibatis.reflection.TypeParameterResolverTest::testField_GenericField()V	854	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testReturnParam_WildcardWithUpperBounds()V	854	0
org.apache.ibatis.reflection.TypeParameterResolverTest::testDeepHierarchy()V	863	0
org.apache.ibatis.reflection.ReflectorTest::testGetSetterType()V	817	0
org.apache.ibatis.reflection.ReflectorTest::testGetGetterType()V	817	0